runway_trough_mo,current_runway_mo,dscr,debt_to_revenue,operating_margin,revenue_cv,predictability_cv,trend_pct,expense_rev_corr,months_negative,seasonality_strength,log_avg_revenue,has_receivables,dso_days,default_prob_true,default
2.964751,6.694147,2.314819,0.126593,0.293039,0.61886,0.045568,-5.112423,1.0,0.0,0.999896,10.80054,0.0,0.0,0.0552,0
0.701686,7.967647,12.0,0.0,0.238498,0.340432,0.098674,-9.61072,1.0,0.0,0.995263,10.560103,0.0,0.0,0.8879,1
2.217852,6.201674,2.290864,0.114711,0.262787,0.059459,0.052323,-8.35686,1.0,0.0,0.935643,11.743439,0.0,0.0,0.0419,0
0.879392,0.879392,-0.522876,0.057155,-0.029885,0.353019,0.053355,-28.739038,1.0,0.0,0.987759,10.787131,0.0,0.0,0.3738,0
2.08087,5.237232,12.0,0.0,0.119574,0.065717,0.044883,8.168926,1.0,0.0,0.959818,10.375933,0.0,0.0,0.0433,0
2.295385,2.295385,12.0,0.0,-0.108419,1.159092,0.033427,-6.413543,1.0,0.0,0.999832,10.682756,0.0,0.0,0.0422,0
1.989368,5.60489,12.0,0.0,0.133677,0.742315,0.931226,17.068417,1.0,0.0,0.828471,11.311437,0.0,0.0,0.3514,0
0.432884,0.497619,1.286419,0.028757,0.036994,0.129038,0.053761,-22.176563,1.0,0.0,0.99161,10.730782,0.0,0.0,0.9931,1
-1.981533,-1.981533,12.0,0.0,-0.160223,1.105939,0.040629,-2.538136,1.0,11.0,0.999959,9.942429,0.0,0.0,0.1412,0
2.037784,14.182222,5.407806,0.073225,0.395988,0.744312,0.036744,20.289786,1.0,0.0,0.982639,10.845545,0.0,0.0,0.0225,0
2.191612,7.70052,3.621837,0.074078,0.268297,0.080379,0.074755,5.939372,1.0,0.0,0.955897,10.615094,0.0,0.0,0.0259,0
3.949643,14.976995,12.0,0.0,0.327607,0.123219,0.04558,-20.612123,1.0,0.0,0.800659,10.41936,0.0,0.0,0.1159,0
2.450039,15.218611,3.499008,0.143435,0.50188,0.100479,0.037112,-15.414427,1.0,0.0,0.89787,10.579302,0.0,0.0,0.0962,1
1.145994,8.031498,12.0,0.0,0.224012,1.062621,0.036115,19.497211,1.0,0.0,0.998353,10.151562,0.0,0.0,0.07,0
1.673239,7.852,12.0,0.0,0.219347,0.61968,0.053319,28.443531,1.0,0.0,0.997638,11.282605,0.0,0.0,0.0436,0
-0.823084,-0.823084,0.513497,0.227495,0.116818,1.108581,0.050403,-3.645399,1.0,3.0,0.999988,10.188446,0.0,0.0,0.0911,0
2.18652,9.478969,12.0,0.0,0.254679,0.595293,0.025448,16.375796,1.0,0.0,0.998307,11.397629,0.0,0.0,0.0357,0
4.043441,9.556782,12.0,0.0,0.192292,0.073489,0.063512,-6.858066,1.0,0.0,0.955363,10.608307,0.0,0.0,0.0426,1
1.245618,24.165507,12.0,0.0,0.487389,0.718427,0.035782,1.931694,1.0,0.0,0.999119,11.521079,0.0,0.0,0.0469,0
0.492377,8.05536,12.0,0.0,0.245061,0.303242,0.031978,0.552524,1.0,0.0,0.999893,10.881103,0.0,0.0,0.1742,0
2.509064,4.211167,12.0,0.0,0.065588,0.755249,0.944552,-23.63212,1.0,0.0,0.956852,10.430667,0.0,0.0,0.4401,0
2.318525,5.029947,12.0,0.0,0.111412,0.144333,0.051541,-24.499846,1.0,0.0,0.619729,10.681672,0.0,0.0,0.1749,0
2.282524,8.882455,3.873005,0.081716,0.316487,0.598387,0.042648,16.904169,1.0,0.0,0.998682,10.392805,0.0,0.0,0.0273,0
2.560464,4.450749,1.695266,0.105646,0.179098,0.292305,0.018574,-1.266797,1.0,0.0,0.999707,11.386286,0.0,0.0,0.0255,0
1.957692,5.856962,2.034417,0.137341,0.279408,0.099231,0.084591,13.458402,1.0,0.0,0.879157,11.169985,0.0,0.0,0.0262,0
2.357926,18.246642,12.0,0.0,0.413801,0.178698,0.034865,-29.670975,1.0,0.0,0.596032,10.393807,0.0,0.0,0.7969,0
2.717611,11.703232,12.0,0.023364,0.302999,0.096977,0.073858,12.57831,1.0,0.0,0.903892,11.059308,0.0,0.0,0.0263,0
-0.140113,-0.140113,12.0,0.0,-0.256626,1.131455,0.052943,-18.32758,1.0,1.0,0.998849,10.430415,0.0,0.0,0.1627,0
0.857182,5.363619,2.060329,0.089921,0.185266,0.432548,0.413453,23.772384,-0.153693,0.0,0.975962,10.889717,1.0,57.338843,0.0275,0
2.866212,6.750647,3.51892,0.056648,0.199338,0.070017,0.028438,12.499667,1.0,0.0,0.859084,11.608896,0.0,0.0,0.0216,0
2.127771,14.331231,12.0,0.029446,0.381727,0.645057,0.060835,49.824775,1.0,0.0,0.986565,11.685997,0.0,0.0,0.0281,0
1.406022,19.010069,5.576449,0.094483,0.526879,0.043883,0.029947,5.803839,1.0,0.0,0.930793,11.164751,0.0,0.0,0.0892,1
2.188159,3.065214,1.277879,0.115368,0.147426,1.154314,0.086028,-14.757026,1.0,0.0,0.999001,10.680876,0.0,0.0,0.0605,0
0.997756,9.779803,12.0,0.0,0.274334,0.072015,0.027287,11.610994,1.0,0.0,0.683628,11.074965,0.0,0.0,0.0848,0
4.405813,10.031327,4.169277,0.0671,0.279759,0.600135,0.061966,17.279348,1.0,0.0,0.998614,10.86867,0.0,0.0,0.0257,0
2.300194,3.825605,12.0,0.0,0.064021,0.04717,0.039658,2.080635,1.0,0.0,0.948244,11.423061,0.0,0.0,0.0607,0
1.19056,5.671844,2.553111,0.069258,0.176824,0.34002,0.394713,2.254446,-0.119728,0.0,0.958092,9.900534,1.0,55.100775,0.0786,0
1.506856,23.471622,12.0,0.0,0.487985,0.038873,0.04603,4.890768,1.0,0.0,0.783106,9.581387,0.0,0.0,0.1084,0
1.802772,7.153299,4.074554,0.059768,0.243527,1.075735,0.043079,17.134996,1.0,0.0,0.999321,10.818575,0.0,0.0,0.033,0
3.151944,10.775626,12.0,0.0,0.264145,0.598171,0.026293,8.157479,1.0,0.0,0.999564,10.728899,0.0,0.0,0.0217,0
4.568894,4.568894,12.0,0.0,-0.000707,0.34354,0.042766,-25.270292,1.0,0.0,0.990576,10.480056,0.0,0.0,0.2993,1
2.500876,8.115304,12.0,0.0,0.195232,0.064619,0.05066,7.061021,1.0,0.0,0.930205,11.779324,0.0,0.0,0.0243,0
3.156817,16.963936,12.0,0.0,0.374264,0.31972,0.015116,-11.192582,1.0,0.0,0.998713,11.370367,0.0,0.0,0.0659,0
2.706618,5.117745,1.824726,0.147813,0.269718,0.615512,0.081768,-18.023976,1.0,0.0,0.998588,10.556511,0.0,0.0,0.1405,0
4.425464,12.388661,12.0,0.0,0.260852,0.166076,0.041668,-28.327234,1.0,0.0,0.961262,11.1826,0.0,0.0,0.2432,0
3.160716,6.461946,1.724701,0.212141,0.36588,0.617496,0.066739,-24.06036,1.0,0.0,0.998125,10.315491,0.0,0.0,0.1544,0
0.507857,0.507857,0.042716,0.143661,0.006137,0.09574,0.074222,-12.016424,1.0,0.0,0.965644,10.862374,0.0,0.0,0.3534,1
4.442588,7.9811,1.843237,0.162149,0.298879,0.081348,0.013963,-14.061829,1.0,0.0,0.971201,10.267,0.0,0.0,0.0707,0
0.060409,1.764836,12.0,0.0,0.059857,0.321168,0.063497,21.676855,1.0,0.0,0.998215,9.714252,0.0,0.0,0.4817,0
2.52386,3.661577,1.105217,0.03779,0.041766,0.733966,0.078496,-0.319883,1.0,0.0,0.994347,10.56027,0.0,0.0,0.0504,0
2.575624,10.183477,5.478877,0.054435,0.298245,0.33225,0.031199,31.45353,1.0,0.0,0.996691,11.603633,0.0,0.0,0.0227,0
0.058642,0.058642,0.535401,0.169459,0.090729,0.064851,0.038798,-9.606853,1.0,0.0,0.896878,10.461789,0.0,0.0,0.1332,0
3.75018,3.75018,0.970079,0.16108,0.15626,0.126967,0.072708,-18.760878,1.0,0.0,0.835294,11.159608,0.0,0.0,0.1775,0
1.135894,4.674822,3.427069,0.054167,0.185634,0.293397,0.019473,4.400807,1.0,0.0,0.999825,10.344513,0.0,0.0,0.0523,0
0.940507,2.007347,0.980437,0.15318,0.150183,0.732422,1.061635,34.973197,1.0,0.0,0.849656,11.330723,0.0,0.0,0.5194,1
6.566168,20.313471,12.0,0.035362,0.43001,0.592887,0.079463,-20.586449,1.0,0.0,0.999462,10.781369,0.0,0.0,0.1439,0
2.287157,2.900064,0.825869,0.106229,0.087731,0.206539,0.094799,31.244796,1.0,0.0,0.772155,12.498429,0.0,0.0,0.4443,0
-2.657361,-2.387883,-0.169647,0.127617,-0.02165,0.598074,0.039971,6.405876,1.0,18.0,0.99989,10.757424,0.0,0.0,0.6197,1
3.348269,9.274397,12.0,0.0,0.228284,0.611059,0.031324,-3.085929,1.0,0.0,0.999982,10.987665,0.0,0.0,0.0305,0
1.531023,2.398611,1.102529,0.101429,0.111828,0.598783,0.730687,16.454683,1.0,0.0,0.72394,10.846608,0.0,0.0,0.4581,1
4.727679,16.44092,4.601258,0.093988,0.432461,0.330346,0.026182,-16.109441,1.0,0.0,0.995101,10.426078,0.0,0.0,0.1056,0
-0.628938,2.660285,1.760389,0.09697,0.170705,0.74207,0.049856,9.424507,1.0,5.0,0.998102,10.656334,0.0,0.0,0.1015,0
2.024513,8.87056,2.989906,0.113017,0.33791,0.136293,0.060048,21.29163,1.0,0.0,0.927513,11.375818,0.0,0.0,0.0242,0
4.088454,7.215359,1.860831,0.146199,0.272051,0.598059,0.066495,6.056483,1.0,0.0,0.999902,10.923186,0.0,0.0,0.0268,0
0.235329,9.462586,12.0,0.0,0.238183,0.399638,0.492414,10.817983,0.017787,0.0,0.818973,10.016234,1.0,54.631206,0.0854,0
1.223339,8.688019,12.0,0.0,0.257121,0.601225,0.053387,14.109067,1.0,0.0,0.998458,10.466524,0.0,0.0,0.1506,0
0.886165,1.706792,1.212143,0.084091,0.10193,0.135109,0.017045,22.826126,1.0,0.0,0.963989,10.787779,0.0,0.0,0.2846,0
-4.787541,-4.787541,-1.117967,0.130556,-0.145957,1.031174,0.041624,5.05562,1.0,19.0,0.999964,11.004087,0.0,0.0,0.486,1
0.306269,0.566096,12.0,0.0,-0.033605,0.632646,0.091708,-26.977704,1.0,0.0,0.998705,10.888677,0.0,0.0,0.7823,0
1.508693,1.508693,-0.071676,0.066868,-0.004793,0.092988,0.113473,-1.338278,1.0,0.0,0.918502,10.982778,0.0,0.0,0.3819,1
-0.885266,1.629935,2.903112,0.030257,0.08784,0.751531,0.026055,23.38798,1.0,11.0,0.988156,10.779635,0.0,0.0,0.4664,1
3.268255,9.0554,12.0,0.0,0.181649,0.726071,0.025672,-12.471845,1.0,0.0,0.998615,9.621373,0.0,0.0,0.0897,0
1.710588,16.026696,10.635909,0.039888,0.424247,0.82144,0.988059,49.116474,1.0,0.0,0.872055,11.977441,0.0,0.0,0.4676,1
0.455624,3.249511,2.846569,0.059537,0.169477,0.064539,0.043493,-8.429065,1.0,0.0,0.981916,10.930469,0.0,0.0,0.6219,1
-1.368255,-1.368255,-0.857418,0.11063,-0.094856,0.71505,0.026532,-5.909567,1.0,11.0,0.998346,10.467307,0.0,0.0,0.237,0
1.806795,3.428719,1.905889,0.072752,0.138657,0.308958,0.026125,-11.592717,1.0,0.0,0.99942,11.913631,0.0,0.0,0.0589,0
5.34699,18.550968,12.0,0.0,0.383971,0.599578,0.040307,-2.499859,1.0,0.0,0.999814,11.335033,0.0,0.0,0.0267,0
-1.37632,1.627478,12.0,0.0,0.038857,0.441877,0.530526,23.104759,-0.016932,7.0,0.987689,10.622182,1.0,52.352941,0.3485,0
2.083756,7.90776,2.105016,0.140686,0.296146,0.438288,0.589579,22.44248,-0.010357,0.0,0.572102,10.981265,1.0,55.042857,0.043,0
2.970421,3.883363,1.420772,0.091471,0.129959,0.02,0.026971,-1.545197,1.0,0.0,0.85155,11.132686,0.0,0.0,0.0365,0
1.108453,2.551855,3.438453,0.031983,0.10997,0.62782,0.090832,-11.231644,1.0,0.0,0.999766,11.255095,0.0,0.0,0.7975,1
1.885218,3.493046,0.99827,0.135851,0.135616,0.416388,0.517255,5.371845,-0.019928,0.0,0.983238,10.915847,1.0,58.879699,0.1245,0
3.396487,21.27956,6.141225,0.084616,0.519643,0.091062,0.025835,14.916008,1.0,0.0,0.929739,11.601687,0.0,0.0,0.0216,0
2.63871,6.26933,2.490652,0.093124,0.23194,0.149355,0.044293,-23.781153,1.0,0.0,0.959856,10.776202,0.0,0.0,0.1626,0
0.647108,15.083671,12.0,0.0,0.367032,0.729328,0.06012,1.921206,1.0,0.0,0.996824,11.155584,0.0,0.0,0.0565,0
1.283338,5.778607,12.0,0.0,0.188464,0.62303,0.020716,-18.951949,1.0,0.0,0.998662,10.800321,0.0,0.0,0.9478,1
2.522371,2.522371,-0.245936,0.039862,-0.009803,1.177718,0.163038,-20.380696,1.0,0.0,0.997741,10.803171,0.0,0.0,0.0964,0
2.991599,4.386914,1.96852,0.057903,0.113983,0.041626,0.048252,1.124772,1.0,0.0,0.821328,11.031086,0.0,0.0,0.0368,0
4.256253,6.549858,3.523962,0.036286,0.12787,0.322521,0.026708,-14.120254,1.0,0.0,0.999255,10.416375,0.0,0.0,0.0857,0
1.703632,3.19182,3.281914,0.033951,0.111424,0.598401,0.044482,-5.956428,1.0,0.0,0.999747,11.232867,0.0,0.0,0.1374,0
0.973842,1.501246,1.15096,0.109464,0.125988,0.09273,0.077132,11.606604,1.0,0.0,0.92835,10.868659,0.0,0.0,0.168,0
-0.324229,4.48278,2.266244,0.097328,0.22057,0.44916,0.472031,42.600054,0.414093,3.0,0.668573,11.477547,1.0,55.301587,0.0371,0
-1.121798,-1.121798,0.446547,0.117512,0.052475,0.074999,0.041285,12.053936,1.0,21.0,0.759942,11.322744,0.0,0.0,0.7162,1
1.597131,12.439446,7.307394,0.052746,0.385437,0.599096,0.039115,11.33636,1.0,0.0,0.99947,10.789602,0.0,0.0,0.1298,1
3.059888,19.466121,8.722782,0.054064,0.471589,0.045677,0.046151,-3.143825,1.0,0.0,0.831973,10.285252,0.0,0.0,0.0305,0
-0.090915,-0.051732,0.912475,0.191533,0.174769,1.061001,0.098906,4.721463,1.0,4.0,0.99985,10.688069,0.0,0.0,0.1929,0
3.037856,10.158241,2.999447,0.12821,0.38456,0.609039,0.05302,-1.156535,1.0,0.0,0.99977,10.539094,0.0,0.0,0.0281,0
2.00962,2.306522,0.388206,0.127028,0.049313,0.485259,0.475244,11.729231,-0.129427,0.0,0.962099,10.201954,1.0,53.897059,0.1302,0
4.945299,5.514695,12.0,0.0,0.064019,0.692958,0.078765,-30.401199,1.0,0.0,0.994232,10.436436,0.0,0.0,0.1905,0
3.827814,14.001604,3.955434,0.102895,0.406993,0.28962,0.098888,1.709303,1.0,0.0,0.996685,11.426057,0.0,0.0,0.0268,0
3.689521,19.662675,12.0,0.029199,0.467814,0.934113,0.99897,-3.779559,1.0,0.0,0.736238,11.545803,0.0,0.0,0.763,1
0.842889,0.842889,12.0,0.0,-0.046844,0.055488,0.050646,-4.652052,1.0,0.0,0.996855,10.272698,0.0,0.0,0.1639,0
2.706372,14.919816,4.213942,0.106428,0.448483,1.089763,0.0322,-2.607471,1.0,0.0,0.999958,9.599532,0.0,0.0,0.0246,0
1.134437,2.05022,1.309144,0.104,0.136151,0.303528,0.041907,11.028955,1.0,0.0,0.998849,10.851882,0.0,0.0,0.1107,0
4.846312,10.678673,12.0,0.0,0.199768,1.153569,0.079334,-1.648726,1.0,0.0,0.999983,10.840078,0.0,0.0,0.0293,0
1.508949,8.189756,12.0,0.0,0.165099,0.491716,0.534542,11.515794,-0.310045,0.0,0.997318,10.717457,1.0,55.224806,0.1562,0
3.69327,8.216079,12.0,0.0,0.167741,0.163256,0.05222,-26.838329,1.0,0.0,0.937415,10.091433,0.0,0.0,0.2141,0
-0.168874,1.367057,1.004273,0.052197,0.052421,0.400833,0.357311,-1.475428,0.141635,3.0,0.993139,10.23395,1.0,54.910448,0.9513,1
1.695521,5.687752,5.106711,0.040629,0.207483,0.628486,0.067457,-14.744704,1.0,0.0,0.999639,10.724315,0.0,0.0,0.5848,0
1.494557,9.690874,12.0,0.0,0.276549,0.621953,0.046482,6.433787,1.0,0.0,0.999785,11.514999,0.0,0.0,0.1471,0
1.779468,2.270093,1.137321,0.165087,0.187757,0.365242,0.062359,-25.355482,1.0,0.0,0.992469,10.377778,0.0,0.0,0.2437,0
-0.082455,3.071254,1.709184,0.084148,0.143824,0.420793,0.451692,31.349645,0.510597,1.0,0.955332,10.343627,1.0,53.176923,0.022,0
-1.425387,0.106063,0.848464,0.144765,0.122828,0.371065,0.436334,30.509798,0.186475,20.0,0.922858,11.016377,1.0,56.066667,0.1406,0
1.957973,5.270836,2.17854,0.105386,0.229588,0.284832,0.077675,-0.13216,1.0,0.0,0.994356,10.589941,0.0,0.0,0.0274,0
2.794115,7.406607,12.0,0.0,0.16689,0.324039,0.05875,-5.441782,1.0,0.0,0.999761,10.964236,0.0,0.0,0.0296,0
6.04586,11.85718,3.370334,0.098422,0.331716,0.632166,0.074489,-28.399456,1.0,0.0,0.995708,10.933998,0.0,0.0,0.1883,0
2.435002,4.757549,1.755975,0.118564,0.208196,1.119523,0.041097,-11.082901,1.0,0.0,0.999529,10.436357,0.0,0.0,0.0671,0
3.79774,14.079625,12.0,0.0,0.317713,0.591904,0.036614,22.659643,1.0,0.0,0.997276,9.601084,0.0,0.0,0.0232,0
1.885093,9.574087,2.554037,0.162184,0.414223,0.056576,0.061695,-3.304246,1.0,0.0,0.990193,10.602614,0.0,0.0,0.0619,0
1.017905,6.212089,6.88181,0.027581,0.189807,0.737071,0.027169,11.552412,1.0,0.0,0.995637,11.008548,0.0,0.0,0.028,0
-0.336197,-0.336197,0.477964,0.128138,0.061245,0.285764,0.020181,-1.058482,1.0,4.0,0.999968,10.846362,0.0,0.0,0.2743,1
1.712402,17.53122,4.087434,0.13198,0.53946,0.092255,0.054096,-12.980227,1.0,0.0,0.723797,11.176106,0.0,0.0,0.1268,0
4.640581,18.731541,12.0,0.0,0.396126,0.60234,0.072409,-4.439486,1.0,0.0,0.999705,10.713614,0.0,0.0,0.0262,0
4.020121,5.920185,1.440653,0.170971,0.246309,1.112837,0.041341,-21.156084,1.0,0.0,0.997701,10.200755,0.0,0.0,0.1364,0
4.655578,19.955449,10.847875,0.041728,0.452664,0.622268,0.024379,25.360608,1.0,0.0,0.997088,10.34701,0.0,0.0,0.0256,0
1.317576,2.037895,1.231829,0.150375,0.185236,0.106053,0.041345,-19.019885,1.0,0.0,0.571674,10.436253,0.0,0.0,0.4557,1
-0.152737,28.291063,12.0,0.0,0.539735,0.641196,0.712999,42.198258,1.0,1.0,0.884298,11.073962,0.0,0.0,0.8337,1
2.275697,17.057464,12.0,0.0,0.384548,0.864687,0.651695,38.587918,1.0,0.0,0.953036,11.381565,0.0,0.0,0.2166,0
3.250928,15.565123,8.127016,0.04858,0.394812,0.148233,0.068515,20.631311,1.0,0.0,0.960061,11.334504,0.0,0.0,0.0254,0
3.920848,22.541172,12.0,0.0,0.452375,0.644294,0.037258,48.033294,1.0,0.0,0.98887,11.503318,0.0,0.0,0.023,0
3.296094,13.912792,12.0,0.0,0.299762,0.72854,0.030187,2.153684,1.0,0.0,0.999259,10.836618,0.0,0.0,0.0221,0
2.808067,12.817243,12.0,0.0,0.334189,0.624824,0.795454,11.926623,1.0,0.0,0.912743,11.009823,0.0,0.0,0.9766,1
0.466191,0.607703,-0.01703,0.099454,-0.001694,0.638494,0.067559,-24.269953,1.0,0.0,0.997896,9.939825,0.0,0.0,0.1769,0
2.998567,10.919999,2.110744,0.20851,0.440112,0.726834,0.032204,-8.599888,1.0,0.0,0.994495,9.955957,0.0,0.0,0.0621,0
2.407868,12.763694,12.0,0.0,0.309873,0.042436,0.028051,-3.808085,1.0,0.0,0.886697,11.841988,0.0,0.0,0.0453,0
1.442414,8.211897,5.15259,0.060148,0.309916,0.590293,0.04913,-4.616505,1.0,0.0,0.999172,11.239428,0.0,0.0,0.2366,0
0.313584,2.801833,12.0,0.0,0.051164,0.73767,0.085437,9.773392,1.0,0.0,0.997725,10.794992,0.0,0.0,0.0544,0
0.171445,3.747008,3.909432,0.043428,0.169779,0.3393,0.044194,38.302542,1.0,0.0,0.997604,11.619694,0.0,0.0,0.4601,1
-6.473895,-6.473895,-0.598798,0.28575,-0.171107,1.128231,0.041921,-17.009778,1.0,18.0,0.998538,10.311869,0.0,0.0,0.8728,1
2.021352,7.848183,3.436701,0.085752,0.294704,0.18374,0.04702,-29.784631,1.0,0.0,0.970017,11.206514,0.0,0.0,0.5841,0
2.557268,21.182663,12.0,0.0,0.441949,0.328367,0.081319,25.926287,1.0,0.0,0.985325,10.822267,0.0,0.0,0.0252,0
4.999466,24.073822,12.0,0.0,0.457359,0.17352,0.042523,-31.065731,1.0,0.0,0.919936,10.752546,0.0,0.0,0.2318,1
0.502032,0.833315,0.27262,0.074697,0.020364,1.04351,0.070633,36.085269,1.0,0.0,0.996461,10.772109,0.0,0.0,0.0438,0
0.242306,2.2784,1.956981,0.065335,0.127859,0.614428,0.060054,32.497313,1.0,0.0,0.993042,11.091362,0.0,0.0,0.2998,0
3.687128,13.05561,3.042054,0.144547,0.43972,0.708704,0.686612,-28.741663,1.0,0.0,0.995566,10.263899,0.0,0.0,0.5284,0
2.331158,15.392728,12.0,0.0,0.383178,0.618047,0.028391,-17.366783,1.0,0.0,0.998831,10.724207,0.0,0.0,0.8774,1
1.036692,5.678,1.758598,0.163067,0.286769,0.728603,0.045787,7.481404,1.0,0.0,0.998246,10.368016,0.0,0.0,0.0221,0
5.208968,8.692819,12.0,0.0,0.158273,0.666761,0.075821,-30.63992,1.0,0.0,0.996553,9.929477,0.0,0.0,0.2023,0
1.168294,4.140357,12.0,0.0,0.115367,0.316998,0.058939,-16.181665,1.0,0.0,0.997957,10.584741,0.0,0.0,0.6533,1
3.271828,8.201521,2.779286,0.096865,0.269215,0.29063,0.048694,10.802561,1.0,0.0,0.997905,10.781267,0.0,0.0,0.026,0
-0.663037,1.27048,12.0,0.0,0.005353,0.365253,0.406979,24.559099,0.198598,7.0,0.976326,10.329962,1.0,54.423077,0.0892,0
2.026246,9.257367,12.0,0.0,0.218258,0.73293,0.047348,-16.022798,1.0,0.0,0.984395,9.686942,0.0,0.0,0.1548,0
1.434542,2.543442,0.815755,0.047431,0.038692,0.728209,0.032931,5.263999,1.0,0.0,0.999551,11.108811,0.0,0.0,0.0528,0
4.098865,6.150505,12.0,0.0,0.078176,1.079214,0.05153,6.197574,1.0,0.0,0.999914,10.048472,0.0,0.0,0.0236,0
3.277454,3.277454,12.0,0.0,-0.020062,1.098217,0.029779,-5.423427,1.0,0.0,0.999904,10.718318,0.0,0.0,0.0396,0
1.590272,1.990585,1.23258,0.076544,0.094346,0.02571,0.024204,0.623623,1.0,0.0,0.813432,11.275391,0.0,0.0,0.0536,0
4.57423,10.037345,12.0,0.0,0.197624,0.150625,0.060668,-24.145677,1.0,0.0,0.807508,10.498352,0.0,0.0,0.1611,0
1.574847,13.113958,5.017249,0.082047,0.41165,0.144756,0.05156,23.97197,1.0,0.0,0.87707,11.777438,0.0,0.0,0.0304,0
-2.887765,-2.887765,-1.382353,0.066504,-0.091932,0.169547,0.026067,-30.74038,1.0,18.0,0.928839,10.490444,0.0,0.0,0.9997,1
3.87694,10.293591,4.255205,0.067627,0.287765,0.063508,0.046828,-9.202064,1.0,0.0,0.761809,10.665389,0.0,0.0,0.0421,0
0.776815,10.646067,12.0,0.0,0.295477,0.304865,0.0649,20.246277,1.0,0.0,0.99881,10.87631,0.0,0.0,0.1083,0
2.980866,5.458951,1.647093,0.148262,0.244201,0.616256,0.086392,25.293151,1.0,0.0,0.997014,11.373059,0.0,0.0,0.0272,0
0.083911,0.408299,0.424248,0.158645,0.067305,0.738572,0.103163,1.758395,1.0,0.0,0.997124,10.685882,0.0,0.0,0.0752,0
1.024043,4.516604,1.495465,0.163414,0.24438,0.717898,0.028743,9.775045,1.0,0.0,0.998173,10.977465,0.0,0.0,0.0229,0
1.942997,12.609783,6.225783,0.059853,0.372631,0.214728,0.044721,37.785906,1.0,0.0,0.851184,10.607237,0.0,0.0,0.0227,0
-0.384499,-0.249391,-1.398556,0.051753,-0.07238,0.621926,0.087658,-10.775971,1.0,4.0,0.999705,10.711445,0.0,0.0,0.4219,0
-1.652175,-1.652175,-2.267851,0.029719,-0.067399,0.198127,0.037445,-33.863955,1.0,11.0,0.997184,9.799994,0.0,0.0,0.9992,1
1.830758,22.474809,12.0,0.0,0.47101,0.097328,0.061342,13.182895,1.0,0.0,0.900324,11.092874,0.0,0.0,0.0516,0
3.145043,10.577709,12.0,0.0,0.223617,0.827148,0.934617,-19.767276,1.0,0.0,0.598263,10.100511,0.0,0.0,0.5881,0
1.628084,6.443417,12.0,0.0,0.16977,0.311145,0.060561,8.557903,1.0,0.0,0.994529,12.214401,0.0,0.0,0.0324,0
0.126135,8.727716,12.0,0.0,0.254068,0.723027,0.025703,-10.041384,1.0,0.0,0.995642,10.508574,0.0,0.0,0.7821,1
3.338147,14.156164,3.523106,0.118464,0.417362,0.736001,0.08819,4.488845,1.0,0.0,0.997041,9.693338,0.0,0.0,0.0259,0
1.194143,8.333996,4.670725,0.068476,0.319834,0.634554,0.053648,26.962809,1.0,0.0,0.997462,11.336519,0.0,0.0,0.1993,1
1.345835,1.484686,0.761335,0.175773,0.133823,0.655793,0.070396,-34.68826,1.0,0.0,0.993155,10.660899,0.0,0.0,0.2032,0
0.65065,2.929024,12.0,0.0,0.087569,0.301033,0.021966,-0.391517,1.0,0.0,0.99984,11.056006,0.0,0.0,0.1807,1
2.611559,3.402644,1.934349,0.029237,0.056554,0.599102,0.033385,-5.607019,1.0,0.0,0.999844,11.140195,0.0,0.0,0.0489,0
1.714498,4.028513,12.0,0.0,0.091956,0.588599,0.067099,24.778971,1.0,0.0,0.99566,11.378267,0.0,0.0,0.0517,0
-1.544695,-1.544695,-0.420482,0.199576,-0.083918,0.749574,0.024484,-25.293084,1.0,6.0,0.978031,10.81658,0.0,0.0,0.2634,0
2.993294,11.008975,5.36424,0.057608,0.309025,0.320605,0.031744,34.239665,1.0,0.0,0.994247,11.785744,0.0,0.0,0.0222,0
3.219325,8.766168,2.305524,0.174628,0.402609,0.633979,0.078481,-23.946589,1.0,0.0,0.995532,10.056341,0.0,0.0,0.1409,0
0.584233,3.202783,1.586445,0.168238,0.2669,1.093197,0.010115,2.827896,1.0,0.0,0.99997,10.277174,0.0,0.0,0.1359,0
1.903961,11.256749,12.0,0.0,0.28157,0.728078,0.679871,17.897419,1.0,0.0,0.995112,10.86036,0.0,0.0,0.3475,0
-0.573292,-0.371208,12.0,0.0,-0.060912,0.623779,0.065709,-17.512911,1.0,5.0,0.998828,10.400236,0.0,0.0,0.728,1
6.027208,19.668418,12.0,0.0,0.370862,1.126755,0.082877,-2.524289,1.0,0.0,0.999992,11.556782,0.0,0.0,0.0797,0
0.808269,8.607767,12.0,0.0,0.227368,0.71541,0.051813,-8.213079,1.0,0.0,0.99668,11.213415,0.0,0.0,0.1017,0
2.520841,4.34896,1.534727,0.155165,0.238136,0.607449,0.070052,-2.086079,1.0,0.0,0.999122,10.796022,0.0,0.0,0.0397,0
2.83336,6.251449,3.777248,0.046087,0.174083,0.590717,0.080674,26.436473,1.0,0.0,0.99706,11.619682,0.0,0.0,0.026,0
2.212308,2.212308,0.596447,0.12195,0.072737,0.02719,0.021481,-2.762637,1.0,0.0,0.905279,11.40902,0.0,0.0,0.1337,0
1.856056,6.928744,12.0,0.0,0.199119,0.602418,0.023825,-0.867027,1.0,0.0,0.999981,11.299783,0.0,0.0,0.0687,0
